2,Community Name,,Used For,Alternate Names/Spellings,Cultural Affiliations,Political Affiliations,Language(s),Treaty/Agreement/Settlement,Band #,Reserve/Settlement Name,Reserve/Settlement Location (NRCan),Source(s),Notes,Vetted by,Vetted date,,,,,,,,,,,,,,,
43,Barren Lands First Nation,,,Brochent,,Keewatin Tribal Council,"Cree, Dene",Treaty 10,,,,"http://www.ktc.ca/up-coming-events/barren-lands/
https://www.aadnc-aandc.gc.ca/eng/1418853369350/1418854433358#chp1",Located in Treaty 5 adhesion but are signatory to Treaty 10.,,,,,,,,,,,,,,,,,
44,Batchewana First Nation,,"Batchewana First Nation of Ojibways
Ojibways of Batchewana First Nation",,"Anishnabek
Ojibway","Association of Iroquois and Allied Indians
North Shore Tribal Council","Ojibwemowin
English",Robinson-Huron Treaty,198,"Goulais Bay 15A
Obadjiwan 15E
Rankin Location 15D
Whitefish Island","http://www4.rncan.gc.ca/search-place-names/unique/FESYS
http://www4.rncan.gc.ca/search-place-names/unique/FETAE
http://www4.rncan.gc.ca/search-place-names/unique/FETAQ
http://www4.rncan.gc.ca/search-place-names/unique/FETCH","https://batchewana.ca/
http://www.firstnation.ca/batchewana
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=198",Used for reference from Wikipedia article.,Tim Knight,18Jan2019,,,,,,,,,,,,,,,
45,Bathurst Inlet,,,"ᕿᖓᐅᑦ
 Qingaut",Inuit,"Settlement, Kitikmeot Region, NLCA",Inuinnaqtun,Nunavut Land Claim Agreement (NLCA),n/a,,66°50′N 108°02′W Nunavut,"GN document ""Community_Name""
Wikipedia","Inuktitut name means ""nose mountain"" Now an unpopulated settlement",Carol Rigby,08Mar2019,,,,,,,,,,,,,,,
46,Battlefords Agency Tribal Chiefs Inc.,,,,,,,,,,,https://batc.ca/,,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
47,Bay of Quinte Mohawk,,,,"Mohawk
Kanien’kehake",Six Nations of the Grand River,"Kanien'keha
English",Upper Canada Treaties Area 2,244,"Glebe Farm 40B
Six Nations 40","http://www4.rncan.gc.ca/search-place-names/unique/FESYR
http://www4.rncan.gc.ca/search-place-names/unique/FETBQ",http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=244,"This seems to not be the same as the Mohawks of the Bay Quinte (164), i.e. the Tyendinaga",Tim Knight,22Jan2019,,,,,,,,,,,,,,,
48,Bear River First Nation,,Bear River First Nation,"Muin Sipi
L’sitkuk (Bear River) First Nation",Mi'kmaq,Confederacy of Mainland Mi'kmaq,"English
Mi'kmaw",Peace and Friendship Treaties,21,"Bear River 6
Bear River 6A
Bear River 6B","17.7 km SE of Digby
9.6 km SE of Annapolis Valley
6.4 km SE of Annapolis Valley","https://bearriverfirstnation.ca/
https://novascotia.ca/abor/aboriginal-people/community-info/
https://www.thecanadianencyclopedia.ca/en/article/peace-and-friendship-treaties",L’sitkuk First Nation- looks like they are transitioning to this,Patricia Knockwood,2019-06-14,,,,,,,,,,,,,,,
49,Beardy's and Okemasis,,Beardy's and Okemasis First Nation,,,,,Treaty 6,369,,,"https://bofn9697.com/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=369",,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
50,Bearfoot Onondaga,,,,"Iroquois
Gana’dagwëni:io’geh","Six Nations of the Grand River
Haudenosaunee Confederacy",English,Upper Canada Treaties 2,248,"Glebe Farm 40B
Six Nations 40","http://www4.rncan.gc.ca/search-place-names/unique/FESYR
http://www4.rncan.gc.ca/search-place-names/unique/FETBQ",http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=248,,Tim Knight,27Jan2019,,,,,,,,,,,,,,,
51,Bearfoot Onondaga,,Bearfoot Onondaga First Nation,,,Six Nations of the Grand River,English,Upper Canada Treaties Area 2,248,"Glebe Farm 40B
Six Nations 40","http://www4.rncan.gc.ca/search-place-names/unique/FESYR
http://www4.rncan.gc.ca/search-place-names/unique/FETBQ",http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=248,,Tim Knight,18Jan2019,,,,,,,,,,,,,,,
52,Bearskin Lake First Nation,,Bearskin Lake,,"Anishnabek
Oji-Cree","Nishnawbe-Aski Nation
Windigo First Nations Council","Anishininimowin
English",Treaty 9,207,Bearskin Lake,http://www4.rncan.gc.ca/search-place-names/unique/FESXN,"http://www.firstnation.ca/bearskin-lake
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=207",Oji-Cree reference from Wikipedia article.,Tim Knight,13Dec2018,,,,,,,,,,,,,,,
53,Bearspaw First Nation,,,,,,"Nakoda/Stoney (Isga I'abi)
English",Treaty 7,473,"Big Horn 144A
Eden Valley 216
Stoney 142-143-144
Stoney 142B","http://www4.rncan.gc.ca/search-place-names/unique/IAUBF
http://www4.rncan.gc.ca/search-place-names/unique/IAUBG
http://www4.rncan.gc.ca/search-place-names/unique/IAUBH
http://www4.rncan.gc.ca/search-place-names/unique/IAUBI","http://www.stoneynation.com/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=473
http://www.makingtreaty7.com/",,Sharon Farnel,May. 2019,,,,,,,,,,,,,,,
54,Beausoleil First Nation,,"Beausoleil (Christian Island)
Beausoleil First Nation, Christian Island)",Chimnissing,,"Ogemawahj Tribal Council
Union of Ontario Indians",English,Upper Canada Treaties Area 2,141,"Chippewa Island
Christian Island 30
Christian Island 30A","http://www4.rncan.gc.ca/search-place-names/unique/FESVM
http://www4.rncan.gc.ca/search-place-names/unique/FESYC
http://www4.rncan.gc.ca/search-place-names/unique/FESYD","http://www.chimnissing.ca/
http://www.firstnation.ca/beausoleil-christian-island
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=141",,Tim Knight,17Jan2019,,,,,,,,,,,,,,,
55,Beaver Lake Cree Nation,,,,"Woodland Cree
Cree",Confederacy of Treaty Six First Nations,"Nêhîyawêwin/ Nehiyawewin (Woodland Cree)
English",Treaty 6,460,"Beaver Lake 131
Blue Quills First Nation Indian Reserve","http://www4.rncan.gc.ca/search-place-names/unique/IAUDN
http://www4.rncan.gc.ca/search-place-names/unique/IAUFC","http://www.beaverlakecreenation.ca/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=460",,Sharon Farnel,May. 2019,,,,,,,,,,,,,,,
56,Beaverhouse First Nation,,,,"Anishinabek
Ojibway
Danezaa","Nishnawbe-Aski Nation
Chiefs Of Ontario
Wabun Tribal Council",English,Treaty 9?,n/a,,,"https://www.wabuntribalcouncil.ca/first-nations/beaverhouse/
https://www.first-nations.info/beaverhouse-first-nation.html
http://www.firstnation.ca/beaverhouse","""Beaverhouse First Nation was not included as a community in the Treaty #9 document which was initially established in 1906, with adhesions in 1929 and 1930.""
Traditional name derived from the Algonquin name of the river Maaseema Qweesh, where Qweesh refers to a ‘beaver’s nest or house.’
Settlement is on the banks of the Misema River system northeast of Kirkland Lake.",Tim Knight,17Jan2019,,,,,,,,,,,,,,,
57,Behchokǫ̀,,Rae Edzo,Rádeyı̨lı̨kóé,Tłı̨chǫ traditional territory,,,Treaty 11,n/a,,66°15'N/128°38'W / 106-I,NWT Place Name Gazette,"For North West Co. post, built 1804.; Traditional pronounciation: rah-day-inh-linh-kway; Translation: rapids place",Lisc Daley,14Sep2018,,,,,,,,,,,,,,,
58,Beothuk,,,,,,,,,,,,No known current members. Island of Newfoundland,,,,,,,,,,,,,,,,,
59,Berens River First Nation,,Miimiiwiziibiing,Pigeon River 13 A,,,"Cree, Dene",Treaty 5,,,,http://www.berensriver.ca/,the reserve has two reseves :Berens river and Pigeon River,,,,,,,,,,,,,,,,,
60,Big Grassy River First Nation,,"Assabaska Band of Saulteaux
Big Grassy
Big Grassy First Nation",Mishkosiminiziibiing,"Anishnabek
Ojibway","Grand Council of Treaty 3
Anishinaabeg of Kabapikotawangag Resource Council","Ojibwemowin
English",Treaty 3,124,"Agency 30
Assabaska
Big Grassy River 35G
Lake Of The Woods 35J
Naongashing 35A
Obabikong 35B","http://www4.rncan.gc.ca/search-place-names/unique/FESXJ
http://www4.rncan.gc.ca/search-place-names/unique/FZAAB
http://www4.rncan.gc.ca/search-place-names/unique/FESXO
http://www4.rncan.gc.ca/search-place-names/unique/FESZI
http://www4.rncan.gc.ca/search-place-names/unique/FESWF
http://www4.rncan.gc.ca/search-place-names/unique/FETAD","http://biggrassy.ca/
http://www.firstnation.ca/big-grassy
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=124",,Tim Knight,17Jan2019,,,,,,,,,,,,,,,
61,Big Island Lake,,Big Island Lake Cree Nation,,,autonomous,,Treaty 6,399,,,"http://www.sicc.sk.ca/bands/bjosep.html
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=399",,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
62,Big River,,Big River First Nation,,,Agency Chiefs Tribal Council,,Treaty 6,404,,,"https://agencychiefs.com/index.php/bands/brfn/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=404",,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
63,Bigstone Cree Nation,,,,Cree,,"Nêhîyawêwin/ Nehiyawewin (Cree)
English",Treaty 8,458,"Desmarais Settlement
Jean Baptiste Gambler 183
Wabasca 166
Wabasca 166A
Wabasca 166B
Wabasca 166C
Wabasca 166D","no NRCan listing
http://www4.rncan.gc.ca/search-place-names/unique/IAUCO
http://www4.rncan.gc.ca/search-place-names/unique/IAUCP
http://www4.rncan.gc.ca/search-place-names/unique/IAUCQ
http://www4.rncan.gc.ca/search-place-names/unique/IAUCR
http://www4.rncan.gc.ca/search-place-names/unique/IAUCS
http://www4.rncan.gc.ca/search-place-names/unique/IAUCT","http://www.bigstone.ca/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=458",,Sharon Farnel,May. 2019,,,,,,,,,,,,,,,
64,Biigtigong Nishnaabeg,,"Ojibways of the Pic River First Nation
Pic 50 Ojibway Band
Pic River First Nation",Begetekong Nishnaabeg,"Nishnabeg
Ojibway",Union of Ontario Indians,"Nishnaabemwin
English",Robinson-Superior Treaty,192,Pic River 50,http://www4.rncan.gc.ca/search-place-names/unique/FETAI,"http://www.picriver.com/index.pl?page=72&top=1
http://www.firstnation.ca/pic-river
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=192","Name changed from The Ojibways of the Pic River First Nation to Biigtigong Nishnaabeg September 8, 2015. English translation “place of the river that erodes.”

Use a vowel dropping dialect so Nishnaabe (singular) and Nishnaabeg (plural) not Anishinaabe (singular) and Anishinaabeg (plural).",Tim Knight,17Jan2019,,,,,,,,,,,,,,,
65,Biinjitiwaabik Zaaging Anishinaabek,,Rocky Bay First Nation,,"Anishnabek
Ojibway","Nokiiwin Tribal Council
Union of Ontario Indians",English,Robinson-Superior Treaty,197,Rocky Bay 1,http://www4.rncan.gc.ca/search-place-names/unique/FETAT,"http://www.rockybayfn.ca/
http://www.firstnation.ca/rocky-bay-biinjitiwaabik-zaaging-anishinaabek
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=197","Name changed from Rocky Bay First Nation to Biinjitiwaabik Zaaging Anishinaabek June 20, 2000.",Tim Knight,17Jan2019,,,,,,,,,,,,,,,
66,Bingwi Neyaashi Anishinaabek,,"Bingwi Neyaashi Anishinaabek First Nation
Sand Point First Nation",Bingwi Neyaashi Anishinaabeg,"Anishnabek
Ojibway","Nokiiwin Tribal Council
Union of Ontario Indians",English,Robinson-Superior Treaty,196,Sand Point,http://www4.rncan.gc.ca/search-place-names/unique/FOBKE,"http://www.bnafn.ca/
http://www.firstnation.ca/sand-point
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=196",,Tim Knight,17Jan2019,,,,,,,,,,,,,,,
67,Birch Narrows,,Birch Narrows First Nation,,,Meadow Lake Tribal Council,,,403,,,"https://www.mltc.net/birch-narrows-dene-nation.php
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=403",,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
68,Birdtail Sioux First Nation,,,,Dakota,Dakota Ojibway Tribal Council,"Dakota
Ojibway",n/a,284,,,,,,,,,,,,,,,,,,,,,
69,Black Lake,,Black Lake First Nation,,,Prince Albert Grand Council,,Treaty 8,359,,,"https://www.pagc.sk.ca/first-nations/black-lake-denesuline-nation/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=359",,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
70,Bloodvein First Nation,,,I.R. No.12,Saulteaux-Ojibwa,Southeast Resource Development Council.,Western Ojibwe (Saulteaux),Treaty 5,267,,,https://en.wikipedia.org/wiki/Bloodvein_First_Nation,,,,,,,,,,,,,,,,,,
71,Blueberry River,,,,Doig River,,Dane-Zaa / Nēhiyawēwin,,,,,http://brelp.net/contact/,Charlie Lake,Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
72,Bonaparte,,,St’uxtews,,Shuswap Nation Tribal Council,Secwepemctsín,,,,,http://www.bonaparteindianband.com/,Cache Creek,Morning Star Padilla,16Aug2018,,,,,,,,,,,,,,,
73,Boothroyd,,,,,Nlaka'pamux Nation Tribal Council,Nłeʔkepmxcín,,,,,https://boothroydband.wixsite.com/mysite,Boston Bar,Morning Star Padilla,16Aug2018,,,,,,,,,,,,,,,
74,Boston Bar,,,,,Nlaka'pamux Nation Tribal Council,Nłeʔkepmxcín,,,,,https://www.nntc.ca/pages/member_bands.aspx,Boston Bar,Morning Star Padilla,16Aug2018,,,,,,,,,,,,,,,
75,Brokenhead Ojibway Nation,,,Brokenhead 4,Saulteaux/Ojibwa,,Ojibwe,Treaty 1,261,,,,Latitude: 50.345 Longitude: -96.604,,,,,,,,,,,,,,,,,
76,Browman Lake,,,Broman Lake,,,Witsuwit'en,,,,,http://www.wetsuweten.com/,Burns Lake,Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
77,Brunswick House First Nation,,"New Brunswick House Band of Ojibway
Wapiscogamy House First Nation",,"Ahishnabek
Ojibway
Cree","Nishnawbe-Aski Nation 
Wabun Tribal Council",English,Treaty 9,228,"Duck Lake 76B
Mountbatten 76A","http://www4.rncan.gc.ca/search-place-names/unique/FESYI
http://www4.rncan.gc.ca/search-place-names/unique/FESZV","http://brunswickhousefirstnation.com/
http://www.firstnation.ca/brunswick-house
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=228",,Tim Knight,17Jan2019,,,,,,,,,,,,,,,
78,Buffalo Lake Métis Settlement,,,,Métis,Metis Settlements General Council,"Nêhîyawêwin/ Nehiyawewin (Cree)
Michif
English",,,Buffalo Lake Métis Settlement,http://www4.rncan.gc.ca/search-place-names/unique/IATIY,"https://buffalolakems.ca/
http://msgcweb.ca/","East-central Alberta, 200 km northeast of Edmonton and 50 km south-west of Lac La Biche.",Sharon Farnel,May. 2019,,,,,,,,,,,,,,,
79,Buffalo Point First Nation,,,,Anishinabe,,Ojibwe,Treaty 3,265,,,https://www.buffalopoint-firstnation.ca/,"Latitude: 49.016

Longitude: -95.264The First Nation have reserved for themselves six reserves:

2,332.2 hectares (5,763 acres) Buffalo Point Indian Reserve 36, which serves as their main Reserve and contains the community of Buffalo Point, Manitoba. This community is called Neyaashiing in the Ojibwe language.
1,161.6 hectares (2,870 acres) Reed River Indian Reserve 36A
37.4 hectares (92 acres) Buffalo Point First Nation Indian Reserve 1
347.9 hectares (860 acres) Buffalo Point First Nation Indian Reserve 2
91.6 hectares (226 acres) Buffalo Point First Nation Indian Reserve 3
379 hectares (940 acres) Agency Indian Reserve 30 on the Aulneau Peninsula in the Lake of the Woods in Ontario, which is shared with 12 other First Nations.",,,,,,,,,,,,,,,,,
80,Buffalo River,,Buffalo River Dene Nation,,,Meadow Lake Tribal Council,,,398,,,"https://www.mltc.net/buffalo-river-dene-nation.php
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=398",,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
81,Bunibonibee Cree Nation,,,Oxford House,Cree,Keewatin Tribal Council,,Treaty 5,301,,,http://www.ktc.ca/up-coming-events/bunibonibee/,"Latitude: 54.949

Longitude: -95.261",,,,,,,,,,,,,,,,,
82,Caldwell First Nation,,"Chippewas of Pelee
Point Pelee Indians
Caldwell's band of Indians",,"Anishnabek
Ojibway
Three Fires Confederacy (Potawatomi, Odawa, and Ojibwa)","Association of Iroquois and Allied Indians
Southern First Nations Secretariat",English,Upper Canada Treaties Area 2,165,non-reserve community,no NRCan listing,"http://www.caldwellfirstnation.ca/
http://www.firstnation.ca/caldwell
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=165",Used for references from Wikipedia article,Tim Knight,18Jan2019,,,,,,,,,,,,,,,
83,Cambridge Bay,,,"ᐃᖃᓗᒃᑑᑦᑎᐊᖅ
 Iqaluktuuttiaq",Inuit,"Hamlet, Kitikmeot Region, NLCA",Inuinnaqtun,Nunavut Land Claim Agreement (NLCA),n/a,,69°07′02″N 105°03′11″W Nunavut,"ICSP Toolkit Community Profiles http://www.buildingnunavut.com/en/communityprofiles/communityprofiles.asp
GN document ""Community_Name""
Wikipedia","Inuktitut name means ""good fishing place""",Carol Rigby,08Mar2019,,,,,,,,,,,,,,,
84,Camchin'mux,,Lytton,,,Nlaka'pamux Nation Tribal Council,Nłeʔkepmxcin,,,,,http://www.lyttonfirstnations.com/,Lytton,Morning Star Padilla,16Aug2018,,,,,,,,,,,,,,,
85,Canoe Lake,,Canoe Lake Cree First Nation,,,Meadow Lake Tribal Council,,,394,,,"https://www.mltc.net/canoe-lake-cree-first-nation.php
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=394",,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
86,Canupawakpa Dakota First Nation,,,,Dakota,Great Buffalo Nation Dakota.,,n/a,289,,,,"Latitude: 49.373

Longitude: -100.556",,,,,,,,,,,,,,,,,
87,Cape Dorset,,,"ᑭᙵᐃᑦ
 Kinngait",Inuit,"Hamlet, Qikiqtaaluk Region, NLCA",South Baffin Inuktitut,Nunavut Land Claim Agreement (NLCA),n/a,,64°13′54″N 076°32′25″W Nunavut,"ICSP Toolkit Community Profiles http://www.buildingnunavut.com/en/communityprofiles/communityprofiles.asp
GN document ""Community_Name""
Wikipedia","Inuktitut name means ""high mountain""",Carol Rigby,08Mar2019,,,,,,,,,,,,,,,
88,Carcross/Tagish First Nation,,"Carcross First Nation
Tagish First Nation",,"Tlingit & Tagish; divided into 2 moieties; Wolf & Crow; 6 Clans; Dak`laweidí and Yanÿeidí (from the Wolf moiety) and Kookhittaan, Gaanaxteidí, Ishkahittaan and Deisheetaan (from the Crow moiety).",Council of Yukon First Nations,"Tagish
Tlingit","Carcross/Tagish First Nation Final Agreement (October 22, 2005)
Carcross/Tagish First Nation Self-Government Agreement (October 22, 2005)",491,Carcross 4,http://www4.rncan.gc.ca/search-place-names/unique/KAIGA,"https://www.ctfn.ca
https://www.cyfn.ca/nations/carcrosstagish-first-nation
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=491","Carcross/Tagish First Nation signed a Self-Government Agreement with Canada on October 24, 2005. As of January 2006, the Carcross/Tagish First Nation is a Self-Governing First Nation.",Tim Knight,20Mar2019,,,,,,,,,,,,,,,
89,Carry-The-Kettle,,Carry-The-Kettle Nakoda Nation,,,File Hills Qu'Appelle Tribal Council Inc.,,Treaty 4,378,,,"http://fhqtc.com/ctk/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=378",,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
90,Cat Lake First Nation,,"Bizhiw-zaaga'iganiwininiwag
Bizhiw-zaaga'iganiing Nitam Anishinaabeg",,"Anishnabek
Ojibway","Nishnawbe-Aski Nation
Windigo First Nations Council",English,Treaty 9,216,Cat Lake 63C,http://www4.rncan.gc.ca/search-place-names/unique/FESXV,"http://www.firstnation.ca/cat-lake
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=216",Used for references from Wikipedia article,Tim Knight,18Jan2019,,,,,,,,,,,,,,,
91,Champagne and Aishihik First Nations,,"Aishihik First Nation
Champagne & Aishihik First Nations
Champagne First Nation",,2 clans: Käjèt (Crow) and Agunda (Wolf).,Council of Yukon First Nations,Southern Tutchone,"Champagne and Aishihik First Nations Final Agreement (June 19, 1992)
Champagne and Aishihik First Nations Self-Government Agreement (May 29, 1993)",507,Haines Junction,http://www4.rncan.gc.ca/search-place-names/unique/KACRQ,"https://cafn.ca
https://www.cyfn.ca/nations/champagne-and-aishihik-first-nations
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=507",,Tim Knight,20Mar2019,,,,,,,,,,,,,,,
92,Chapleau Cree First Nation,,,,Cree,"Nishawbe-Aski Nation
Mushkegowuk Council","Cree
English",Treaty 9,221,"Chapleau 75
Chapleau Cree Fox Lake","http://www4.rncan.gc.ca/search-place-names/unique/FESYA
http://www4.rncan.gc.ca/search-place-names/unique/FEURR","http://chapleaucree.ca/
http://www.firstnation.ca/chapleau-cree
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=221",,Tim Knight,18Jan2019,,,,,,,,,,,,,,,
93,Chapleau Métis Nation of Ontario Charter Community,,,,Métis,Métis Nation of Ontario,,,,,,,,,,,,,,,,,,,,,,,,
94,Chapleau Ojibwe First Nation,,"Chapleau Ojibway
Chapleau Ojibway First Nation",,"Anishnabek
Ojibway","Nishnawbe-Aski Nation 
Wabun Tribal Council",English,Treaty 9,229,"Chapleau 61A
Chapleau 74
Chapleau 74A","http://www4.rncan.gc.ca/search-place-names/unique/FESXX
http://www4.rncan.gc.ca/search-place-names/unique/FESXY
http://www4.rncan.gc.ca/search-place-names/unique/FESXZ","http://chapleauojibwe.ca/index.html
http://www.firstnation.ca/chapleau-ojibway
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=229",,Tim Knight,20Jan2019,,,,,,,,,,,,,,,
95,Chawathil First Nation,,,Hope First Nation (Pre-1988),Stó:lō Nation,"Stó:lō Tribal Council
Ts'elxweyeqw Tribe","Halq'eméylem
hən̓q̓əmin̓əm̓
Hul’q’umi’num’
English",,583,"Chawathil 4
Greenwood Island 3
Hope No. 1
Pekw'Xe:yles (Peckquaylis)
Schkam 2
Tunnel 6","http://www4.rncan.gc.ca/search-place-names/unique/JDLIH
http://www4.rncan.gc.ca/search-place-names/unique/JDKEG
http://www4.rncan.gc.ca/search-place-names/unique/JDKEM
no NRCan listing
http://www4.rncan.gc.ca/search-place-names/unique/JDKEL
http://www4.rncan.gc.ca/search-place-names/unique/JDKEF","http://chawathil.org/
https://bcafn.ca/community/chawathil/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=583",,"Morning Star Padilla
Tim Knight","15Aug2018
20Jun2019",,,,,,,,,,,,,,,
96,Cheam First Nation,,,Xwchíyò:m,"Pil'alt
Stó:lō Nation",Stó:lō Tribal Council,"Halq'eméylem
English",,584,"Cheam 1
Pekw'Xe:yles (Peckquaylis)
Tseatah 2","http://www4.rncan.gc.ca/search-place-names/unique/JDKCR
no NRCan listing
http://www4.rncan.gc.ca/search-place-names/unique/JDKCQ","http://cheam.ca/
fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=584",,"Morning Star Padilla
Tim Knight","15Aug2018
21Jun2019",,,,,,,,,,,,,,,
97,Chemawawin Cree Nation,,,,Cree,Swampy Cree Tribal Council,,Treaty 5,309,,,http://chemawawin.ca/,,,,,,,,,,,,,,,,,,
98,Cheslatta (People),,,,,,Nadot’en-Wets’uwet’en (Nedut’en),,,,,http://bcafn.ca/community/cheslatta-carrier-nation/,,Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
